No.,Description,Description 2,Base Unit of Measure,Unit Price,Days to Expire,Days to Sell,Brand,Size Description,Storage Type,Sales to Retail Conv. Factor
02224D,MAGIC CHICKEN POWDER(SPICY),매직 치킨 파우더 (매운맛),CS,0,460,90,HIMALL,20X4.23 OZ,Dry,20
02225D,MAGIC CHICKEN POWDER(CURRY),매직 치킨 파우더 (카레맛),CS,0,460,90,HIMALL,20X4.23 OZ,Dry,20
02226D,MAGIC CHICKEN POWDER(GARLIC),매직 치킨 파우더 (마늘맛),CS,0,460,90,HIMALL,20X4.23 OZ,Dry,20
02227D,HOT DOG MIX (33#),핫도그 가루 (33#),BG,37,285,90,GOMPYO,33 LB,Dry,1
02228K,CHICKEN BREADER MIX  (KOREA_22#),치킨 전용 튀김가루 (KOREA_22#),CS,0,325,90,GOMPYO,22 LB,Dry,1
02229K,GARLIC KOREAN PANCAKE MIX,갈릭 부침가루,CS,27,285,90,GOMPYO,10X2.2LB,Dry,10
02230K,LESS SODIUM FRYING MIX,나트륨을 줄인 튀김가루,CS,27,285,90,GOMPYO,20X1.1 LB,Dry,20
02231K,LESS SODIUM KOREAN PANCAKE MIX,나트륨을 줄인 부침가루,CS,27,285,90,GOMPYO,20X1.1 LB,Dry,20
02303K,GARLIC FRIED MIX,갈릭 튀김가루,CS,27,285,90,GOMPYO,10X2.2LB,Dry,10
03005K,SOY SAUCE FOR SOUP (1.8L),국 간장 (1.8L),CS,34,640,90,ASSI,8X1.8 L,Dry,8
03008K,SOY SAUCE (1.8L),진 간장 (1.8L),CS,38,640,90,ASSI,8X1.8 L,Dry,8
03012K,SOY SAUCE W/ KELP (1.8L),다시마 간장 (1.8L),CS,39,640,90,ASSI,8X1.8 L,Dry,8
03016K,SOY SAUCE JIN GOLD S (1.7L),진 간장 금 S (1.7L),CS,33,640,90,SEMPIO,6X1.7 L,Dry,6
03018K,SOY SAUCE JIN GOLD-S (860ML),진 간장 금 S (860ML),CS,44,640,90,SEMPIO,12X29.08 OZ,Dry,12
03020K,NATURALLY BREWED SOY SAUCE LIGHT (860ML),맛있게 염도 낮은 양조간장 (860ML),CS,62,640,90,SEMPIO,12X29.08 OZ,Dry,12
03024K,SOY SAUCE SUN (900ML),순 간장 (900ML),CS,63,640,90,MONGGO,15X30.4 OZ,Dry,15
03026K,BREWED SOY SAUCE PREMIUM 501 (860ML),양조 간장 501 (860ML),CS,69,640,90,SEMPIO,12X29 OZ,Dry,12
03027K,NATURALLY BREWED SOY SAUCE 501 (1.7L),양조 간장 501 (1.7L),CS,52,640,90,SEMPIO,6X1.7 L,Dry,6
03028K,SOY SAUCE FOR SOUP (860ML),국 간장 (860ML),CS,60,640,90,SEMPIO,12X29.08 OZ,Dry,12
03030K,NATURALLY BREWED SOY SAUCE (5GAL),양조간장 (5GAL),CS,46,640,90,SEMPIO,5 GAL,Dry,1
03034K,SOY SAUCE JIN S (860ML),진 간장 S (860ML),CS,57,640,90,SEMPIO,12X29 OZ,Dry,12
03035K,SOY SAUCE JIN S (1.7L),진 간장 S (1.7L),CS,36,640,90,SEMPIO,6X1.7 L,Dry,6
03040J,USUKUCHI SOY SAUCE (JAPAN_4.75GAL_23231),우수구치 간장,CS,68,460,90,YAMASA,4.75 GAL,Dry,1
03041J,SOY SAUCE (5GAL_53030),간장 (5GAL),CS,48,640,90,YAMASA,5 GAL,Dry,1
03051J,SOY SAUCE (PORTION PACK),일회용 간장,CS,21,690,90,YAMASA,500X0.19 OZ,Dry,500
03055J,LESS SALT SOY SAUCE (5GAL_63250),저염 간장 (5GAL),CS,68,690,90,YAMASA,5 GAL,Dry,1
03061D,SOY SAUCE (5GAL),간장 (5GAL),CS,48,690,90,KIKKOMAN,5 GAL,Dry,1
03062D,SOY SAUCE (PL BTL_1GAL_RED LABEL),간장 (PL BTL_1GAL RED LABEL),CS,69,690,90,KIKKOMAN,4X1 GAL,Dry,4
03065D,SOY SAUCE (00003_00095),간장,CS,68,1050,90,KIKKOMAN,12X20 OZ,Dry,12
03066D,SOY SAUCE (01507),간장,CS,43,690,90,KIKKOMAN,12X10 OZ,Dry,12
03068D,SOY SAUCE W/DISPENSER (00280),식탁용 간장,CS,36,690,90,KIKKOMAN,12X5 OZ,Dry,12
03088D,WHITE MISO SOUP (03063),시로 미소 스프,CS,59,330,90,KIKKOMAN,2X12X1.05 OZ,Dry,2
03090D,ORGANIC TAMARI SOY SAUCE (GF),유기농 타마리 간장 (GLUTEN FREE),CS,48,690,90,SANJ,6X20 OZ,Dry,6
03099C,COOKING WINE (YELLOW_ 1 GAL),쿠킹 와인 (YELLOW_ 1 GAL),CS,24,1000,90,EMPEROR,4X1 GAL,Dry,4
03100K,COOKING WINE,요리주,CS,26,1000,90,ASSI,12X20 OZ,Dry,12
03101C,WHITE COOKING WINE (08009),쿠킹 와인 (WHITE),CS,52,280,90,OM,12X20 OZ,Dry,12
03102C,YELLOW COOKING WINE (08008),쿠킹 와인 (YELLOW),CS,59,280,90,OM,12X20 OZ,Dry,12
03103C,COOKING WINE (YELLOW_20 OZ),쿠킹 와인 (YELLOW_20 OZ),CS,28,1000,90,EMPEROR,12X20 OZ,Dry,12
03104C,COOKING WINE (WHITE_25.4 OZ),쿠킹 와인 (WHITE_25.4 OZ),CS,29,1000,90,EMPEROR,12X25.3 OZ,Dry,12
03105C,COOKING WINE (WHITE_3L),쿠킹 와인 (WHITE_3L),CS,27,640,90,EMPEROR,4X3 L,Dry,4
03110D,COOKING WINE (AJI MIRIN_33.8 OZ_06900),아지 미린 (33.8 OZ),CS,84,690,90,KIKKOMAN,12X33.8 OZ,Dry,12
03111D,COOKING WINE (AJI MIRIN_60 OZ_02137),아지 미린 (60 OZ),CS,74,690,90,KIKKOMAN,6X60 OZ,Dry,6
03112D,COOKING WINE (AJI MIRIN_17 OZ_26337),아지 미린 (17 OZ),CS,51,690,90,KIKKOMAN,12X17 OZ,Dry,12
03113D,COOKING WINE (AJI MIRIN_10 OZ_02140),아지 미린 (10 OZ),CS,36,690,90,KIKKOMAN,12X10 OZ,Dry,12
03119K,COOKING WINE (XL),미림 (XL),CS,42,460,90,LOTTE,6X1.8 L,Dry,6
03121J,PORK CUTLET SAUCE (DONKATSU_1.8L),돈까쓰 소스 (1.8L),CS,56,640,90,BULLDOG,6X1.8 L,Dry,6
03122J,PORK CUTLET SAUCE (DONKATSU_S),돈까쓰 소스 (S),CS,78,640,90,BULLDOG,30X10.1 OZ,Dry,30
03123J,PORK CUTLET SAUCE (DONKATSU_L),돈까쓰 소스 (L),CS,74,640,90,BULLDOG,20X16.9 OZ,Dry,20
03127P,BANANA SAUCE (S_ORG.),바나나 소스 (S_오리지널),CS,23,640,90,JUFRAN,24X12 OZ,Dry,24
03130P,ALL PURPOSE SAUCE (S_ORG.),다용도 소스 (S_오리지널),CS,31,640,90,MANGTOMAS,24X11.64 OZ,Dry,24
03132P,BANANA SAUCE (L_ORG.),바나나 소스 (L_오리지널),CS,33,640,90,JUFRAN,18X19.76 OZ,Dry,18
03133P,BANANA SAUCE (L_HOT),바나나 소스 (L_매운맛),CS,32,640,90,JUFRAN,18X19.76 OZ,Dry,18
03135P,ALL PURPOSE SAUCE (L_ORG.),다용도 소스 (S_오리지널),CS,41,640,90,MANGTOMAS,18X19.4 OZ,Dry,18
03139P,BANANA SAUCE (ORG.),바나나 소스 (오리지널),CS,23,640,90,UFC,24X11.29 OZ,Dry,24
03143K,KOREAN STYLE SOY SAUCE (930ML),맑은 조선 간장 (930ML),CS,73,640,90,SEMPIO,12X31.4 OZ,Dry,12
03145K,SOY SAUCE JIN GOLD F3 (860ML),진 간장 금F3 (860ML),CS,77,640,90,SEMPIO,12X29 OZ,Dry,12
03146N,SOY SAUCE JIN GOLD F3 (1.8 L),진간장 금 F3 (1.8L),CS,0,690,90,SEMPIO,6X1.7 L,Dry,6
03150J,PORK CUTLET SAUCE (DONKATSU_1.8L),돈까스 소스 (1.8L),CS,40,280,90,KABUTO,6X1.8 L,Dry,6
03151D,NATURALLY BREWED SOY SAUCE (1.89L_00150),간장 (1.89L),CS,60,690,90,KIKKOMAN,6X1.89 L,Dry,6
03152D,LESS SODIUM SOY SAUCE (1.89L_00130),저염 간장 (1.89L),CS,72,640,90,KIKKOMAN,6X1.89 L,Dry,6
03153D,LESS SODIUM SOY SAUCE (20 OZ_00110),저염 간장 (20 OZ),CS,81,640,90,KIKKOMAN,12X20 OZ,Dry,12
03156C,CHAR SIU SAUCE (B.B.Q. SAUCE),차슈 소스 (바베큐 소스),CS,46,1000,90,LKK,12X14 OZ,Dry,12
03157C,SRIRACHA CHILI SAUCE,스리라차 칠리 소스,CS,0,690,90,LKK,12X18 OZ,Dry,12
03159C,PANDA OYSTER SAUCE (PL_5#),팬다 오이스터 소스 (PL_5#),CS,51,510,90,LKK,6X5 LB,Dry,6
03162C,SHRIMP SAUCE (FINELY GROUND_L),새우 소스 (L),CS,87,1000,90,LKK,12X12 OZ,Dry,12
03167C,PANDA OYSTER SAUCE (CAN_5#),팬다 오이스터 소스 (CAN_5#),CS,50,690,90,LKK,6X5 LB,Dry,6
03169C,PANDA OYSTER SAUCE (32 OZ),팬다 오이스터 소스 (32 OZ),CS,61,690,90,LKK,12X32 OZ,Dry,12
03170C,PANDA OYSTER SAUCE (18 OZ),팬다 오이스터 소스 (18 OZ),CS,67,690,90,LKK,24X18 OZ,Dry,24
03172C,PANDA OYSTER SAUCE (9 OZ),팬다 오이스터 소스 (9 OZ),CS,30,690,90,LKK,12X9 OZ,Dry,12
03180C,KUNG PAO STIR-FRY SAUCE,쿵파오 스터후라이 소스,CS,56,640,90,LKK,12X18.5 OZ,Dry,12
03181C,PREMIUM OYSTER SAUCE,프리미엄 오이스터 소스,CS,138,1050,90,LKK,24X18 OZ,Dry,24
03187C,PANDA OYSTER SAUCE (GREEN_NO MSG ADDED_18 OZ),팬다 오이스터 소스 (그린_MSG 무첨가_18 OZ),CS,73,1050,90,LKK,24X18 OZ,Dry,24
03190C,VINEGAR & SOY SAUCE,식초 & 간장,CS,25,280,90,DATUPUTI,6X2X33.81 OZ,Dry,6
03195K,SPICY SOY SAUCE (SEASONING & STIR-FRY),향신 간장 (조림_찜_볶음용),CS,54,460,90,SEMPIO,12X15.8 OZ,Dry,12
03198C,SEASONING SOY SAUCE,씨즈닝 소이 소스,CS,29,280,90,LKK,12X16.9 OZ,Dry,12
03202C,SPICY BEAN SAUCE (MA PO SAUCE),스파이시 빈 소스 (마파 소스),CS,46,640,90,LKK,12X8 OZ,Dry,12
03221C,SRIRACHA MAYONNAISE,스리라차 마요네즈,CS,61,330,90,LKK,12X15 OZ,Dry,12
03223C,HOISIN SAUCE (5#),호이신 소스 (5#),CS,49,1050,90,LKK,6X5 LB,Dry,6
03227P,TOYOMANSI SOY SAUCE,토요만시 간장,CS,30,640,90,DATUPUTI,12X25.36 OZ,Dry,12
03228C,CHILI BEAN SAUCE (L),칠리 빈 소스 (두반장_ L),CS,50,1000,90,LKK,12X13 OZ,Dry,12
03230C,HOISIN SAUCE (20 OZ),호이신 소스 (20 OZ),CS,39,690,90,LKK,12X20 OZ,Dry,12
03231C,BLACK BEAN GARLIC SAUCE,블랙 빈 갈릭 소스,CS,54,1000,90,LKK,12X13 OZ,Dry,12
03232C,CHILI BEAN SAUCE (S),칠리 빈 소스 (두반장_ S),CS,38,640,90,LKK,12X8 OZ,Dry,12
03233C,HOISIN SAUCE (36 OZ),호이신 소스 (36 OZ),CS,58,690,90,LKK,12X36 OZ,Dry,12
03237D,VEGETARIAN HOISIN SAUCE,베지테리언 호이신 소스,CS,39,1050,90,LKK,12X20 OZ,Dry,12
03241K,CARAMEL SYRUP,약식 원료 (카라멜),CS,52,640,90,ASSI,24X6.4 OZ,Dry,24
03242D,LESS SODIUM SOY SAUCE,저염 간장,CS,29,690,90,KABUTO,12X10 OZ,Dry,12
03244D,STIR-FRY SAUCE,볶음 소스,CS,28,690,90,KABUTO,12X10 OZ,Dry,12
03249P,SOY SAUCE,간장,CS,27,280,90,DATUPUTI,12X1 L,Dry,12
03250C,CHIU CHOW STYLE CHILI OIL,차오저우 칠리 오일,CS,47,640,90,LKK,12X7.2 OZ,Dry,12
03256T,THIN SOY SAUCE D (RED LABEL),씬 소이소스 D (레드 라벨),CS,23,640,90,HEALTHYBOY,12X23.5 OZ,Dry,12
03257T,BLACK SOY SAUCE A (BROWN LABEL),블랙 소이소스 A  (브라운 라벨),CS,37,640,90,HEALTHYBOY,12X34 OZ,Dry,12
03260D,FISH SAUCE,피쉬 소스,CS,187,1000,90,PHUQUOC,12X24 OZ,Dry,12
03261D,TAMARI SOY SAUCE (GLUTEN FREE),타마리 간장 (GLUTEN FREE),CS,17,690,90,SANJ,6X10 OZ,Dry,6
03262D,TAMARI SOY SAUCE (GLUTEN FREE_LITE SODIUM),타마리 간장 (GLUTEN FREE_저염),CS,24,690,90,SANJ,6X10 OZ,Dry,6
03263D,ORGANIC TAMARI SOY SAUCE (GLUTEN FREE),유기농 타마리 간장 (GLUTEN FREE),CS,31,690,90,SANJ,6X10 OZ,Dry,6
03264D,ORGANIC TAMARI SOY SAUCE (GLUT FREE_LITE SOD),유기농 타마리 간장 (GLUTEN FREE_저염),CS,38,690,90,SANJ,6X10 OZ,Dry,6
03265D,TAMARI SOY SAUCE (GLUT FREE_50PER LITE SODIUM),타마리 간장 (GLUTEN FREE_50PER저염),CS,26,690,90,SANJ,6X10 OZ,Dry,6
03266D,THAI PEANUT SAUCE (GLUTEN FREE),타이 피넛 소스 (GLUTEN FREE),CS,23,330,90,SANJ,6X10 OZ,Dry,6
03267D,TERIYAKI SAUCE (GLUTEN FREE),테리야키 소스 (GLUTEN FREE),CS,22,330,90,SANJ,6X10 OZ,Dry,6
03268D,ORGANIC SOY SAUCE,유기농 간장,CS,23,690,90,SANJ,6X10 OZ,Dry,6
03269D,TAMARI SOY SAUCE (GLUTEN FREE),타마리 간장 (GLUTEN FREE),CS,29,690,90,SANJ,6X20 OZ,Dry,6
03272P,OYSTER SAUCE (27 OZ),오이스터 소스 (27 OZ),CS,107,640,90,MAMASITAS,12X27 OZ,Dry,12
03274P,BARBECUE MARINADE (23 OZ),바베큐 마리네이드 (23 OZ),CS,95,640,90,MAMASITAS,12X23 OZ,Dry,12
03284T,MUSHROOM SOY SAUCE,머쉬룸 소이소스,CS,40,640,90,HEALTHYBOY,12X23.5 OZ,Dry,12
03287T,THIN SOY SAUCE A (YELLOW LABEL),씬 소이소스 A (옐로우 라벨),CS,39,640,90,HEALTHYBOY,12X23.5 OZ,Dry,12
03293T,FISH SAUCE (M),피쉬 소스 (M),CS,30,640,90,SQUID,12X25 OZ,Dry,12
03294T,FISH SAUCE (M),피쉬 소스 (M),CS,104,1000,90,THREECRABS,12X24 OZ,Dry,12
03295T,FISH SAUCE (S),피쉬 소스 (S),CS,18,640,90,SQUID,12X10 OZ,Dry,12
03297C,PREMIUM DARK SOY SAUCE,프리미엄 다크 소이 소스,CS,37,640,90,LKK,12X16.9 OZ,Dry,12
03298C,PREMIUM SOY SAUCE,프리미엄 소이 소스,CS,40,640,90,LKK,12X16.9 OZ,Dry,12
03299C,SEASONED SOY SAUCE FOR SEAFOOD,해물용 씨즌드 소이 소스,CS,30,640,90,LKK,12X14 OZ,Dry,12
03300T,SEASONING SAUCE (33.8 OZ_GREEN CAP),씨즌잉 소스 (33.8 OZ_그린캡),CS,36,1000,90,GOLDENMOUNTAIN,12X33.8 OZ,Dry,12
03301T,SEASONING SAUCE (20 OZ_GREEN CAP),씨즌잉 소스 (20 OZ_그린캡),CS,26,1000,90,GOLDENMOUNTAIN,12X20 OZ,Dry,12
03304C,SOY SAUCE (59 OZ),소이 소스 (59 OZ),CS,25,400,90,LKK,6X59 OZ,Dry,6
03308C,BLACK VINEGAR,흑식초,CS,29,1000,90,KOONCHUN,12X16.9 OZ,Dry,12
03309C,MUSHROOM DARK SOY SAUCE (16.9 OZ),머쉬룸 다크 소이 소스 (16.9 OZ),CS,31,640,90,LKK,12X16.9 OZ,Dry,12
03310P,SOY SAUCE (1 GAL),소이 소스,CS,31,640,90,SILVERSWAN,4X1 GAL,Dry,4
03311P,SOY SAUCE (1L),소이 소스 (1L),CS,30,640,90,LAURIAT,12X1 L,Dry,12
03312C,SEASONING SOY SAUCE (S),씨즌잉 소스 (S),CS,100,640,90,MAGGI,24X6.7 OZ,Dry,24
03313C,SEASONING SOY SAUCE (L),씨즌잉 소스 (L),CS,56,640,90,MAGGI,6X27 OZ,Dry,6
03314P,SOY SAUCE(1L),소이 소스(1L),CS,29,640,90,SILVERSWAN,12X1 L,Dry,12
03315T,FISH SAUCE (S),피쉬 소스 (S),CS,124,1000,90,THREECRABS,24X10.14 OZ,Dry,24
03316T,FISH SAUCE (L),피쉬 소스 (L),CS,121,640,90,THREECRABS,3X152 OZ,Dry,3
03317T,SOYBEAN PASTE A,소이빈 페이스트 A,CS,25,640,90,HEALTHYBOY,12X28 OZ,Dry,12
03319T,SWEET SOY SAUCE (WHITE LABEL),스윗 소이소스 (화이트 라벨),CS,38,640,90,HEALTHYBOY,12X34.22 OZ,Dry,12
03322C,SEASONING SOY SAUCE (EUROPE),씨즌잉 소스 (유럽),CS,112,640,90,MAGGI,6X27 OZ,Dry,6
03323C,SOY SAUCE (16.9 OZ),소이 소스 (16.9 OZ),CS,27,640,90,LKK,12X16.9 OZ,Dry,12
03327T,PREMIUM ANCHOVY SAUCE (BLUE),프리미엄 멸치 액젓,CS,41,640,90,MEGACHEF,12X23.6 OZ,Dry,12
03328T,PREMIUM FISH SAUCE (BROWN),프리미엄 피쉬 소스,CS,39,640,90,MEGACHEF,12X23.6 OZ,Dry,12
03329T,PREMIUM OYSTER FLAVORED SAUCE,프리미엄 오이스터 소스,CS,48,640,90,MEGACHEF,12X21.2 OZ,Dry,12
03330C,CHILI GARLIC SAUCE (L),칠리 갈릭 소스 (L),CS,52,690,90,HUYFONG,3X8.5 LB,Dry,3
03331C,CHILI GARLIC SAUCE (M),칠리 갈릭 소스 (M),CS,46,690,90,HUYFONG,12X18 OZ,Dry,12
03332C,CHILI GARLIC SAUCE (S),칠리 갈릭 소스 (S),CS,48,690,90,HUYFONG,24X8 OZ,Dry,24
03340C,RED CHILI HOT OIL (6 OZ),레드 칠리 핫오일 (6 OZ),CS,48,640,90,EMPEROR,20X6 OZ,Dry,20
03343C,SICHUAN STYLE BROAD BEAN SAUCE,사천식 두반장,CS,59,460,90,LKK,12X12.3 OZ,Dry,12
03346K,SOY SAUCE FOR SOUP,국간장,CS,29,640,90,ASSI,12X33.8 OZ,Dry,12
03348K,SOY SAUCE WITH KELP,다시마 간장,CS,25,640,90,ASSI,12X33.8 OZ,Dry,12
03349K,SOY SAUCE NATURALLY BREWED,양조간장,CS,34,640,90,ASSI,12X33.8 OZ,Dry,12
03350K,SOY SAUCE,진간장,CS,31,640,90,ASSI,12X33.8 OZ,Dry,12
03351K,SOY SAUCE LESS SODIUM,저염간장,CS,30,640,90,ASSI,12X33.8 OZ,Dry,12
03352C,SOY SAUCE (PORTION PACK),일회용 간장,CS,16,280,90,ASSI,500X0.2 OZ,Dry,500
03353K,LESS SODIUM SOY SAUCE,저염간장,CS,31,640,90,ASSI,12X28.4 OZ,Dry,12
03354K,SOY SAUCE W/KELP,다시마 간장,CS,33,640,90,ASSI,12X28.4 OZ,Dry,12
03361K,SOY SAUCE SUN (1GAL),순 간장 (1GAL),CS,40,640,90,MONGGO,3X1 GAL,Dry,3
03362K,SOY SAUCE CHAM (1.5L),참 간장 (1.5L),CS,71,640,90,MONGGO,8X1.5 L,Dry,8
03363K,SOY SAUCE SUN (1.5L),순 간장 (1.5L),CS,36,640,90,MONGGO,6X1.5 L,Dry,6
03364K,SOY SAUCE GUK (900ML),국 간장 (900ML),CS,42,640,90,MONGGO,12X30.4 OZ,Dry,12
03365K,SOY SAUCE SUN (900ML),순 간장 (900ML),CS,48,640,90,MONGGO,12X30.4 OZ,Dry,12
03366K,SOY SAUCE CHAM (1.5L),참 간장 (1.5L),CS,43,640,90,MONGGO,6X50.7 OZ,Dry,6
03370K,COOKING WINE (S),미림 (S),CS,48,460,90,LOTTE,20X16.9 OZ,Dry,20
03371K,COOKING WINE (L),미림 (L),CS,49,460,90,LOTTE,12X30.4 OZ,Dry,12
03373C,PANDA OYSTER FLAVORED SAUCE (LS),팬다 저염 오이스터 소스,CS,30,510,90,LKK,12X8.8 OZ,Dry,12
03375C,PREMIUM DARK SOY SAUCE,프리미엄 노추,CS,35,460,90,LKK,6X59 OZ,Dry,6
03376C,PREMIUM SOY SAUCE,프리미엄 양조 간장,CS,36,460,90,LKK,6X59 OZ,Dry,6
03377C,PANDA OYSTER SAUCE (18OZ),판다 오이스터 소스 (18OZ),CS,36,1000,90,LKK,12X18 OZ,Dry,12
03378C,SEASONED SOY SAUCE FOR SEAFOOD,해물 시즈닝 간장,CS,43,640,90,LKK,12X14 OZ,Dry,12
03379C,SAUCE FOR MABO TOFU,마파 두부 소스(간편식),CS,61,460,90,LKK,3X12X2.5 OZ,Dry,36
03380C,SAUCE FOR SICHUAN STYLE MABO TOFU,사천식 마파 두부 소스(간편식),CS,61,460,90,LKK,3X12X2.5 OZ,Dry,36
03383T,SRIRACHA CHILI SAUCE (28 OZ),스리라차 칠리 소스 (28 OZ),CS,47,690,90,HUYFONG,12X28 OZ,Dry,12
03384T,SRIRACHA CHILI SAUCE (17 OZ),스리라차 칠리 소스 (17 OZ),CS,44,690,90,HUYFONG,12X17 OZ,Dry,12
03385C,SAMBAL OELEK (S),삼발 오렉 (S),CS,41,690,90,HUYFONG,24X8 OZ,Dry,24
03386C,SRIRACHA CHILI SAUCE (9 OZ),스리라차 칠리 소스 (9 OZ),CS,43,690,90,HUYFONG,24X9 OZ,Dry,24
03387C,SRIRACHA CHILI SAUCE (8.5#),스리라차 칠리 소스 (8.5#),CS,49,690,90,HUYFONG,3X8.5 LB,Dry,3
03388C,SAMBAL OELEK (M),삼발 오렉 (M),CS,40,690,90,HUYFONG,12X18 OZ,Dry,12
03389C,SAMBAL OELEK (L),삼발 오렉 (L),CS,49,690,90,HUYFONG,3X8.5 LB,Dry,3
03390D,HOT CHILI SAUCE,핫 칠리 소스,CS,94,460,90,LAOGANMA,24X9.88 OZ,Dry,24
03394D,CHILI OIL WITH  FERMENTED SOYBEANS,칠리 오일 위드 펄멘티드 소이빈,CS,96,460,90,LAOGANMA,24X9.88 OZ,Dry,24
03395D,SPICY CHILI CRISP,스파이시 칠리 크리스프,CS,96,460,90,LAOGANMA,24X7.41 OZ,Dry,24
03396C,SRIRACHA CHILI SAUCE,스리라차 칠리소스,CS,0,716,90,HUYFONG,12X9 OZ,Dry,12
03396D,FRIED CHILI IN OIL,후라이드 칠리 인 오일,CS,96,460,90,LAOGANMA,24X7.41 OZ,Dry,24
03397C,SESAME CHILI HOT OIL (6 OZ),세서미 칠리 핫오일 (6 OZ),CS,56,640,90,EMPEROR,20X6 OZ,Dry,20
03398C,RED CHILI HOT OIL (12 OZ),매운 고추씨 기름 (12 OZ),CS,43,640,90,ASSI,12X12 OZ,Dry,12
03399K,BLACK BEAN PASTE (KOREA_40#),춘장 (한국산_40#),CS,56,460,90,LION,40 LB,Dry,1
03404K,HOT PEPPER PASTE (2.2#),매운 고추장 (2.2#),CS,123,460,90,CHUNGJUNGONE,12X2.2 LB,Dry,12
03405K,HOT PEPPER PASTE (1.1#),태양초 순창 고추장 (1.1#),CS,57,460,90,JONGGAVISION,20X1.1 LB,Dry,20
03406K,HOT PEPPER PASTE (2.2#),태양초 순창 고추장 (2.2#),CS,44,460,90,JONGGAVISION,8X2.2 LB,Dry,8
03416K,HOT PEPPER PASTE (LESS HOT_1.1#),순창 덜 매운 고추장 (1.1#),CS,124,460,90,CHUNGJUNGONE,20X1.1 LB,Dry,20
03418K,BULDAK HOT CHICKEN FLAVOR SAUCE,불닭 소스,CS,91,280,90,SAMYANG,24X7.05 OZ,Dry,24
03419K,BULDAK HOT CHICKEN FLAVOR SAUCE(EXTREME SPICY),핵 불닭 소스,CS,92,280,90,SAMYANG,24X7.05 OZ,Dry,24
03422K,BROWN RICE HOT PEPPER PASTE (2.2#),현미 태양초 찰 고추장 (2.2#),CS,108,460,90,CHUNGJUNGONE,12X2.2 LB,Dry,12
03423K,BROWN RICE HOT PEPPER PASTE (6.6#),현미 태양초 찰 고추장 (6.6#),CS,83,460,90,CHUNGJUNGONE,4X6.6 LB,Dry,4
03427K,HOT PEPPER PASTE (LESS HOT_2.2#),순창 덜 매운 고추장 (2.2#),CS,125,460,90,CHUNGJUNGONE,12X2.2 LB,Dry,12
03428K,NO MSG HOT PEPPER PASTE (6.6#),NO MSG 햇 고추장 (6.6#),CS,83,460,90,YISSINE,6X6.6 LB,Dry,6
03430K,HOT PEPPER PASTE FOR BIBIMBAP,비빔 고추장,CS,50,460,90,ASSI,20X10.58 OZ,Dry,20
03431K,HOT PEPPER PASTE GOCHUJANG (2.2#),태양초 찰고추장 (2.2#),CS,0,500,90,ASSI,12X2.2 LB,Dry,12
03432K,HOT PEPPER PASTE (1.1#_JAR),찹쌀 고추장 (1.1#_JAR),CS,61,460,90,ASSI,15X1.1 LB,Dry,15
03433K,HOT PEPPER PASTE (KOREA_37#_CAN),순창 항아리 태양초 찰 고추장 (37#_CAN),CS,54,460,90,ASSI,37 LB,Dry,1
03434K,HOT PEPPER PASTE (6.6#),순창 항아리 태양초 찰 고추장 (6.6#),CS,55,460,90,ASSI,4X6.6 LB,Dry,4
03439K,HOT PEPPER PASTE W/VINEGAR (10.58 OZ_BTL),초 고추장 (10.58 OZ_BTL),CS,33,460,90,ASSI,20X10.58 OZ,Dry,20
03440K,ROASTED HOT PEPPER PASTE (10.58 OZ_BTL),볶음 고추장 (10.58 OZ_BTL),CS,50,460,90,ASSI,20X10.58 OZ,Dry,20
03443K,HOT PEPPER PASTE (6.6#),태양초 순창 고추장 (6.6#),CS,48,460,90,JONGGAVISION,4X6.6 LB,Dry,4
03444K,PLUM HOT PEPPER PASTE (4.4#),청양초 매실 고추장 (4.4#),CS,72,460,90,JONGGAVISION,6X4.4 LB,Dry,6
03450K,HOT PEPPER PASTE (2.2#),순창 항아리 태양초 고추장 (2.2#),CS,41,460,90,ASSI,8X2.2 LB,Dry,8
03453K,SOYBEAN PASTE (2.2#),진품 한식 된장(2.2#),CS,0,500,90,ASSI,12X2.2 LB,Dry,12
03454K,SOY BEAN PASTE (5.06#),진품 한식 된장 (5.06#),CS,0,500,90,ASSI,6X5.06 LB,Dry,6
03455K,SOYBEAN PASTE (6.6#),순창 항아리 재래식 진품 된장 (6.6#),CS,44,460,90,ASSI,6X6.6 LB,Dry,6
03458K,SOYBEAN PASTE (1.1#),전통 순창 된장 (1.1#),CS,47,460,90,JONGGAVISION,20X1.1 LB,Dry,20
03460K,SOYBEAN PASTE (2.2#),전통 순창 된장 (2.2#),CS,56,460,90,JONGGAVISION,12X2.2 LB,Dry,12
03461K,SOYBEAN PASTE (KOREA_37#_CAN),순창 항아리 재래식 진품 된장 (37#_CAN),CS,35,460,90,ASSI,37 LB,Dry,1
03463K,SOYBEAN PASTE (1.1#),맛된장 (유리병_1.1#)),CS,0,500,90,ASSI,15X1.1 LB,Dry,15
03464K,SEASONED SOYBEAN PASTE SSAMJANG (1.1#),맛쌈장 (유리병_1.1#),CS,0,500,90,ASSI,15X1.1 LB,Dry,15
03469K,SOYBEAN PASTE (6.6#),전통 순창 된장 (6.6#),CS,40,460,90,JONGGAVISION,4X6.6 LB,Dry,4
03470K,BLACK BEAN SAUCE (JJAJANG_1.1#_JAR),볶음 짜장 (1.1#_JAR),CS,49,460,90,ASSI,15X1.1 LB,Dry,15
